x,y,zone,phase_zone,S21_ang_deg_floqport,unique_name,x_abs,y_abs,top_length_2_mm,top_length_3_mm
18,10,6,6,-163.045102645397,1.7_0.3,42.606,23.67,1.7,0.3
19,10,6,6,-163.045102645397,1.7_0.3,44.973,23.67,1.7,0.3
20,10,6,6,-163.045102645397,1.7_0.3,47.34,23.67,1.7,0.3
21,10,7,7,-164.109986003215,1.7_1.7,49.707,23.67,1.7,1.7
22,10,7,7,-164.109986003215,1.7_1.7,52.074,23.67,1.7,1.7
23,10,7,7,-164.109986003215,1.7_1.7,54.441,23.67,1.7,1.7
24,10,7,7,-164.109986003215,1.7_1.7,56.808,23.67,1.7,1.7
25,10,8,8,-206.003099050179,1.5_1.9,59.175,23.67,1.5,1.9
26,10,8,8,-206.003099050179,1.5_1.9,61.542,23.67,1.5,1.9
27,10,8,8,-206.003099050179,1.5_1.9,63.909,23.67,1.5,1.9
28,10,8,8,-206.003099050179,1.5_1.9,66.276,23.67,1.5,1.9
29,10,9,9,-218.479861015916,1.7_1.9,68.643,23.67,1.7,1.9
30,10,9,9,-218.479861015916,1.7_1.9,71.01,23.67,1.7,1.9
31,10,9,9,-218.479861015916,1.7_1.9,73.377,23.67,1.7,1.9
32,10,9,9,-218.479861015916,1.7_1.9,75.744,23.67,1.7,1.9
0,11,9,9,-218.479861015916,1.7_1.9,0.0,26.037,1.7,1.9
1,11,9,9,-218.479861015916,1.7_1.9,2.367,26.037,1.7,1.9
2,11,9,9,-218.479861015916,1.7_1.9,4.734,26.037,1.7,1.9
3,11,9,9,-218.479861015916,1.7_1.9,7.101,26.037,1.7,1.9
4,11,8,8,-206.003099050179,1.5_1.9,9.468,26.037,1.5,1.9
5,11,8,8,-206.003099050179,1.5_1.9,11.835,26.037,1.5,1.9
6,11,8,8,-206.003099050179,1.5_1.9,14.202,26.037,1.5,1.9
7,11,8,8,-206.003099050179,1.5_1.9,16.569,26.037,1.5,1.9
8,11,7,7,-164.109986003215,1.7_1.7,18.936,26.037,1.7,1.7
9,11,7,7,-164.109986003215,1.7_1.7,21.303,26.037,1.7,1.7
10,11,7,7,-164.109986003215,1.7_1.7,23.67,26.037,1.7,1.7
11,11,6,6,-163.045102645397,1.7_0.3,26.037,26.037,1.7,0.3
12,11,6,6,-163.045102645397,1.7_0.3,28.404,26.037,1.7,0.3
13,11,6,6,-163.045102645397,1.7_0.3,30.771,26.037,1.7,0.3
14,11,6,6,-163.045102645397,1.7_0.3,33.138,26.037,1.7,0.3
15,11,6,6,-163.045102645397,1.7_0.3,35.505,26.037,1.7,0.3
16,11,6,6,-163.045102645397,1.7_0.3,37.872,26.037,1.7,0.3
17,11,6,6,-163.045102645397,1.7_0.3,40.239,26.037,1.7,0.3
18,11,6,6,-163.045102645397,1.7_0.3,42.606,26.037,1.7,0.3
19,11,6,6,-163.045102645397,1.7_0.3,44.973,26.037,1.7,0.3
20,11,6,6,-163.045102645397,1.7_0.3,47.34,26.037,1.7,0.3
21,11,6,6,-163.045102645397,1.7_0.3,49.707,26.037,1.7,0.3
22,11,7,7,-164.109986003215,1.7_1.7,52.074,26.037,1.7,1.7
23,11,7,7,-164.109986003215,1.7_1.7,54.441,26.037,1.7,1.7
24,11,7,7,-164.109986003215,1.7_1.7,56.808,26.037,1.7,1.7
25,11,8,8,-206.003099050179,1.5_1.9,59.175,26.037,1.5,1.9
26,11,8,8,-206.003099050179,1.5_1.9,61.542,26.037,1.5,1.9
27,11,8,8,-206.003099050179,1.5_1.9,63.909,26.037,1.5,1.9
28,11,8,8,-206.003099050179,1.5_1.9,66.276,26.037,1.5,1.9
29,11,9,9,-218.479861015916,1.7_1.9,68.643,26.037,1.7,1.9
30,11,9,9,-218.479861015916,1.7_1.9,71.01,26.037,1.7,1.9
31,11,9,9,-218.479861015916,1.7_1.9,73.377,26.037,1.7,1.9
32,11,9,9,-218.479861015916,1.7_1.9,75.744,26.037,1.7,1.9
0,12,9,9,-218.479861015916,1.7_1.9,0.0,28.404,1.7,1.9
1,12,9,9,-218.479861015916,1.7_1.9,2.367,28.404,1.7,1.9
2,12,9,9,-218.479861015916,1.7_1.9,4.734,28.404,1.7,1.9
3,12,9,9,-218.479861015916,1.7_1.9,7.101,28.404,1.7,1.9
4,12,8,8,-206.003099050179,1.5_1.9,9.468,28.404,1.5,1.9
5,12,8,8,-206.003099050179,1.5_1.9,11.835,28.404,1.5,1.9
6,12,8,8,-206.003099050179,1.5_1.9,14.202,28.404,1.5,1.9
7,12,8,8,-206.003099050179,1.5_1.9,16.569,28.404,1.5,1.9
8,12,7,7,-164.109986003215,1.7_1.7,18.936,28.404,1.7,1.7
9,12,7,7,-164.109986003215,1.7_1.7,21.303,28.404,1.7,1.7
10,12,7,7,-164.109986003215,1.7_1.7,23.67,28.404,1.7,1.7
11,12,6,6,-163.045102645397,1.7_0.3,26.037,28.404,1.7,0.3
12,12,6,6,-163.045102645397,1.7_0.3,28.404,28.404,1.7,0.3
13,12,5,5,-163.011344937936,1.7_0.1,30.771,28.404,1.7,0.1
14,12,5,5,-163.011344937936,1.7_0.1,33.138,28.404,1.7,0.1
15,12,5,5,-163.011344937936,1.7_0.1,35.505,28.404,1.7,0.1
16,12,5,5,-163.011344937936,1.7_0.1,37.872,28.404,1.7,0.1
17,12,5,5,-163.011344937936,1.7_0.1,40.239,28.404,1.7,0.1
18,12,5,5,-163.011344937936,1.7_0.1,42.606,28.404,1.7,0.1
19,12,5,5,-163.011344937936,1.7_0.1,44.973,28.404,1.7,0.1
20,12,5,5,-163.011344937936,1.7_0.1,47.34,28.404,1.7,0.1
21,12,6,6,-163.045102645397,1.7_0.3,49.707,28.404,1.7,0.3
22,12,6,6,-163.045102645397,1.7_0.3,52.074,28.404,1.7,0.3
23,12,7,7,-164.109986003215,1.7_1.7,54.441,28.404,1.7,1.7
24,12,7,7,-164.109986003215,1.7_1.7,56.808,28.404,1.7,1.7
25,12,8,8,-206.003099050179,1.5_1.9,59.175,28.404,1.5,1.9
26,12,8,8,-206.003099050179,1.5_1.9,61.542,28.404,1.5,1.9
27,12,8,8,-206.003099050179,1.5_1.9,63.909,28.404,1.5,1.9
28,12,8,8,-206.003099050179,1.5_1.9,66.276,28.404,1.5,1.9
29,12,9,9,-218.479861015916,1.7_1.9,68.643,28.404,1.7,1.9
30,12,9,9,-218.479861015916,1.7_1.9,71.01,28.404,1.7,1.9
31,12,9,9,-218.479861015916,1.7_1.9,73.377,28.404,1.7,1.9
32,12,9,9,-218.479861015916,1.7_1.9,75.744,28.404,1.7,1.9
0,13,9,9,-218.479861015916,1.7_1.9,0.0,30.771,1.7,1.9
1,13,9,9,-218.479861015916,1.7_1.9,2.367,30.771,1.7,1.9
2,13,9,9,-218.479861015916,1.7_1.9,4.734,30.771,1.7,1.9
3,13,9,9,-218.479861015916,1.7_1.9,7.101,30.771,1.7,1.9
4,13,8,8,-206.003099050179,1.5_1.9,9.468,30.771,1.5,1.9
5,13,8,8,-206.003099050179,1.5_1.9,11.835,30.771,1.5,1.9
6,13,8,8,-206.003099050179,1.5_1.9,14.202,30.771,1.5,1.9
7,13,8,8,-206.003099050179,1.5_1.9,16.569,30.771,1.5,1.9
8,13,7,7,-164.109986003215,1.7_1.7,18.936,30.771,1.7,1.7
9,13,7,7,-164.109986003215,1.7_1.7,21.303,30.771,1.7,1.7
10,13,6,6,-163.045102645397,1.7_0.3,23.67,30.771,1.7,0.3
11,13,6,6,-163.045102645397,1.7_0.3,26.037,30.771,1.7,0.3
12,13,5,5,-163.011344937936,1.7_0.1,28.404,30.771,1.7,0.1
13,13,5,5,-163.011344937936,1.7_0.1,30.771,30.771,1.7,0.1
14,13,5,5,-163.011344937936,1.7_0.1,33.138,30.771,1.7,0.1
15,13,5,5,-163.011344937936,1.7_0.1,35.505,30.771,1.7,0.1
16,13,5,5,-163.011344937936,1.7_0.1,37.872,30.771,1.7,0.1
17,13,5,5,-163.011344937936,1.7_0.1,40.239,30.771,1.7,0.1
18,13,5,5,-163.011344937936,1.7_0.1,42.606,30.771,1.7,0.1
19,13,5,5,-163.011344937936,1.7_0.1,44.973,30.771,1.7,0.1
20,13,5,5,-163.011344937936,1.7_0.1,47.34,30.771,1.7,0.1
21,13,5,5,-163.011344937936,1.7_0.1,49.707,30.771,1.7,0.1
22,13,6,6,-163.045102645397,1.7_0.3,52.074,30.771,1.7,0.3
23,13,6,6,-163.045102645397,1.7_0.3,54.441,30.771,1.7,0.3
24,13,7,7,-164.109986003215,1.7_1.7,56.808,30.771,1.7,1.7
25,13,7,7,-164.109986003215,1.7_1.7,59.175,30.771,1.7,1.7
26,13,8,8,-206.003099050179,1.5_1.9,61.542,30.771,1.5,1.9
27,13,8,8,-206.003099050179,1.5_1.9,63.909,30.771,1.5,1.9
28,13,8,8,-206.003099050179,1.5_1.9,66.276,30.771,1.5,1.9
29,13,9,9,-218.479861015916,1.7_1.9,68.643,30.771,1.7,1.9
30,13,9,9,-218.479861015916,1.7_1.9,71.01,30.771,1.7,1.9
31,13,9,9,-218.479861015916,1.7_1.9,73.377,30.771,1.7,1.9
32,13,9,9,-218.479861015916,1.7_1.9,75.744,30.771,1.7,1.9
0,14,9,9,-218.479861015916,1.7_1.9,0.0,33.138,1.7,1.9
1,14,9,9,-218.479861015916,1.7_1.9,2.367,33.138,1.7,1.9
2,14,9,9,-218.479861015916,1.7_1.9,4.734,33.138,1.7,1.9
3,14,9,9,-218.479861015916,1.7_1.9,7.101,33.138,1.7,1.9
4,14,8,8,-206.003099050179,1.5_1.9,9.468,33.138,1.5,1.9
5,14,8,8,-206.003099050179,1.5_1.9,11.835,33.138,1.5,1.9
6,14,8,8,-206.003099050179,1.5_1.9,14.202,33.138,1.5,1.9
7,14,8,8,-206.003099050179,1.5_1.9,16.569,33.138,1.5,1.9
8,14,7,7,-164.109986003215,1.7_1.7,18.936,33.138,1.7,1.7
9,14,7,7,-164.109986003215,1.7_1.7,21.303,33.138,1.7,1.7
10,14,6,6,-163.045102645397,1.7_0.3,23.67,33.138,1.7,0.3
11,14,6,6,-163.045102645397,1.7_0.3,26.037,33.138,1.7,0.3
12,14,5,5,-163.011344937936,1.7_0.1,28.404,33.138,1.7,0.1
13,14,5,5,-163.011344937936,1.7_0.1,30.771,33.138,1.7,0.1
14,14,4,4,-162.370422269906,1.7_0.5,33.138,33.138,1.7,0.5
15,14,4,4,-162.370422269906,1.7_0.5,35.505,33.138,1.7,0.5
16,14,4,4,-162.370422269906,1.7_0.5,37.872,33.138,1.7,0.5
17,14,4,4,-162.370422269906,1.7_0.5,40.239,33.138,1.7,0.5
18,14,4,4,-162.370422269906,1.7_0.5,42.606,33.138,1.7,0.5
19,14,4,4,-162.370422269906,1.7_0.5,44.973,33.138,1.7,0.5
20,14,4,4,-162.370422269906,1.7_0.5,47.34,33.138,1.7,0.5
21,14,5,5,-163.011344937936,1.7_0.1,49.707,33.138,1.7,0.1
22,14,5,5,-163.011344937936,1.7_0.1,52.074,33.138,1.7,0.1
23,14,6,6,-163.045102645397,1.7_0.3,54.441,33.138,1.7,0.3
24,14,6,6,-163.045102645397,1.7_0.3,56.808,33.138,1.7,0.3
25,14,7,7,-164.109986003215,1.7_1.7,59.175,33.138,1.7,1.7
26,14,7,7,-164.109986003215,1.7_1.7,61.542,33.138,1.7,1.7
27,14,8,8,-206.003099050179,1.5_1.9,63.909,33.138,1.5,1.9
28,14,8,8,-206.003099050179,1.5_1.9,66.276,33.138,1.5,1.9
29,14,8,8,-206.003099050179,1.5_1.9,68.643,33.138,1.5,1.9
30,14,9,9,-218.479861015916,1.7_1.9,71.01,33.138,1.7,1.9
31,14,9,9,-218.479861015916,1.7_1.9,73.377,33.138,1.7,1.9
32,14,9,9,-218.479861015916,1.7_1.9,75.744,33.138,1.7,1.9
0,15,9,9,-218.479861015916,1.7_1.9,0.0,35.505,1.7,1.9
1,15,9,9,-218.479861015916,1.7_1.9,2.367,35.505,1.7,1.9
2,15,9,9,-218.479861015916,1.7_1.9,4.734,35.505,1.7,1.9
3,15,9,9,-218.479861015916,1.7_1.9,7.101,35.505,1.7,1.9
4,15,8,8,-206.003099050179,1.5_1.9,9.468,35.505,1.5,1.9
5,15,8,8,-206.003099050179,1.5_1.9,11.835,35.505,1.5,1.9
6,15,8,8,-206.003099050179,1.5_1.9,14.202,35.505,1.5,1.9
7,15,8,8,-206.003099050179,1.5_1.9,16.569,35.505,1.5,1.9
8,15,7,7,-164.109986003215,1.7_1.7,18.936,35.505,1.7,1.7
9,15,7,7,-164.109986003215,1.7_1.7,21.303,35.505,1.7,1.7
10,15,6,6,-163.045102645397,1.7_0.3,23.67,35.505,1.7,0.3
11,15,6,6,-163.045102645397,1.7_0.3,26.037,35.505,1.7,0.3
12,15,5,5,-163.011344937936,1.7_0.1,28.404,35.505,1.7,0.1
13,15,5,5,-163.011344937936,1.7_0.1,30.771,35.505,1.7,0.1
14,15,4,4,-162.370422269906,1.7_0.5,33.138,35.505,1.7,0.5
15,15,3,3,-162.243395584195,1.7_0.7,35.505,35.505,1.7,0.7
16,15,3,3,-162.243395584195,1.7_0.7,37.872,35.505,1.7,0.7
17,15,3,3,-162.243395584195,1.7_0.7,40.239,35.505,1.7,0.7
18,15,3,3,-162.243395584195,1.7_0.7,42.606,35.505,1.7,0.7
19,15,3,3,-162.243395584195,1.7_0.7,44.973,35.505,1.7,0.7
20,15,4,4,-162.370422269906,1.7_0.5,47.34,35.505,1.7,0.5
21,15,5,5,-163.011344937936,1.7_0.1,49.707,35.505,1.7,0.1
22,15,5,5,-163.011344937936,1.7_0.1,52.074,35.505,1.7,0.1
23,15,6,6,-163.045102645397,1.7_0.3,54.441,35.505,1.7,0.3
24,15,6,6,-163.045102645397,1.7_0.3,56.808,35.505,1.7,0.3
25,15,7,7,-164.109986003215,1.7_1.7,59.175,35.505,1.7,1.7
26,15,7,7,-164.109986003215,1.7_1.7,61.542,35.505,1.7,1.7
27,15,8,8,-206.003099050179,1.5_1.9,63.909,35.505,1.5,1.9
28,15,8,8,-206.003099050179,1.5_1.9,66.276,35.505,1.5,1.9
29,15,8,8,-206.003099050179,1.5_1.9,68.643,35.505,1.5,1.9
30,15,9,9,-218.479861015916,1.7_1.9,71.01,35.505,1.7,1.9
31,15,9,9,-218.479861015916,1.7_1.9,73.377,35.505,1.7,1.9
32,15,9,9,-218.479861015916,1.7_1.9,75.744,35.505,1.7,1.9
0,16,9,9,-218.479861015916,1.7_1.9,0.0,37.872,1.7,1.9
1,16,9,9,-218.479861015916,1.7_1.9,2.367,37.872,1.7,1.9
2,16,9,9,-218.479861015916,1.7_1.9,4.734,37.872,1.7,1.9
3,16,9,9,-218.479861015916,1.7_1.9,7.101,37.872,1.7,1.9
4,16,8,8,-206.003099050179,1.5_1.9,9.468,37.872,1.5,1.9
5,16,8,8,-206.003099050179,1.5_1.9,11.835,37.872,1.5,1.9
6,16,8,8,-206.003099050179,1.5_1.9,14.202,37.872,1.5,1.9
7,16,8,8,-206.003099050179,1.5_1.9,16.569,37.872,1.5,1.9
8,16,7,7,-164.109986003215,1.7_1.7,18.936,37.872,1.7,1.7
9,16,7,7,-164.109986003215,1.7_1.7,21.303,37.872,1.7,1.7
10,16,6,6,-163.045102645397,1.7_0.3,23.67,37.872,1.7,0.3
11,16,6,6,-163.045102645397,1.7_0.3,26.037,37.872,1.7,0.3
12,16,5,5,-163.011344937936,1.7_0.1,28.404,37.872,1.7,0.1
13,16,5,5,-163.011344937936,1.7_0.1,30.771,37.872,1.7,0.1
14,16,4,4,-162.370422269906,1.7_0.5,33.138,37.872,1.7,0.5
15,16,3,3,-162.243395584195,1.7_0.7,35.505,37.872,1.7,0.7
16,16,2,2,-158.859685619467,1.7_0.9,37.872,37.872,1.7,0.9
17,16,2,2,-158.859685619467,1.7_0.9,40.239,37.872,1.7,0.9
18,16,2,2,-158.859685619467,1.7_0.9,42.606,37.872,1.7,0.9
19,16,3,3,-162.243395584195,1.7_0.7,44.973,37.872,1.7,0.7
20,16,4,4,-162.370422269906,1.7_0.5,47.34,37.872,1.7,0.5
21,16,5,5,-163.011344937936,1.7_0.1,49.707,37.872,1.7,0.1
22,16,5,5,-163.011344937936,1.7_0.1,52.074,37.872,1.7,0.1
23,16,6,6,-163.045102645397,1.7_0.3,54.441,37.872,1.7,0.3
24,16,6,6,-163.045102645397,1.7_0.3,56.808,37.872,1.7,0.3
25,16,7,7,-164.109986003215,1.7_1.7,59.175,37.872,1.7,1.7
26,16,7,7,-164.109986003215,1.7_1.7,61.542,37.872,1.7,1.7
27,16,8,8,-206.003099050179,1.5_1.9,63.909,37.872,1.5,1.9
28,16,8,8,-206.003099050179,1.5_1.9,66.276,37.872,1.5,1.9
29,16,8,8,-206.003099050179,1.5_1.9,68.643,37.872,1.5,1.9
30,16,9,9,-218.479861015916,1.7_1.9,71.01,37.872,1.7,1.9
31,16,9,9,-218.479861015916,1.7_1.9,73.377,37.872,1.7,1.9
32,16,9,9,-218.479861015916,1.7_1.9,75.744,37.872,1.7,1.9
0,17,9,9,-218.479861015916,1.7_1.9,0.0,40.239,1.7,1.9
1,17,9,9,-218.479861015916,1.7_1.9,2.367,40.239,1.7,1.9
2,17,9,9,-218.479861015916,1.7_1.9,4.734,40.239,1.7,1.9
3,17,9,9,-218.479861015916,1.7_1.9,7.101,40.239,1.7,1.9
4,17,8,8,-206.003099050179,1.5_1.9,9.468,40.239,1.5,1.9
5,17,8,8,-206.003099050179,1.5_1.9,11.835,40.239,1.5,1.9
6,17,8,8,-206.003099050179,1.5_1.9,14.202,40.239,1.5,1.9
7,17,8,8,-206.003099050179,1.5_1.9,16.569,40.239,1.5,1.9
8,17,7,7,-164.109986003215,1.7_1.7,18.936,40.239,1.7,1.7
9,17,7,7,-164.109986003215,1.7_1.7,21.303,40.239,1.7,1.7
10,17,6,6,-163.045102645397,1.7_0.3,23.67,40.239,1.7,0.3
11,17,6,6,-163.045102645397,1.7_0.3,26.037,40.239,1.7,0.3
12,17,5,5,-163.011344937936,1.7_0.1,28.404,40.239,1.7,0.1
13,17,5,5,-163.011344937936,1.7_0.1,30.771,40.239,1.7,0.1
14,17,4,4,-162.370422269906,1.7_0.5,33.138,40.239,1.7,0.5
15,17,3,3,-162.243395584195,1.7_0.7,35.505,40.239,1.7,0.7
16,17,2,2,-158.859685619467,1.7_0.9,37.872,40.239,1.7,0.9
17,17,1,1,-154.633998955782,1.7_1.1,40.239,40.239,1.7,1.1
18,17,2,2,-158.859685619467,1.7_0.9,42.606,40.239,1.7,0.9
19,17,3,3,-162.243395584195,1.7_0.7,44.973,40.239,1.7,0.7
20,17,4,4,-162.370422269906,1.7_0.5,47.34,40.239,1.7,0.5
21,17,5,5,-163.011344937936,1.7_0.1,49.707,40.239,1.7,0.1
22,17,5,5,-163.011344937936,1.7_0.1,52.074,40.239,1.7,0.1
23,17,6,6,-163.045102645397,1.7_0.3,54.441,40.239,1.7,0.3
24,17,6,6,-163.045102645397,1.7_0.3,56.808,40.239,1.7,0.3
25,17,7,7,-164.109986003215,1.7_1.7,59.175,40.239,1.7,1.7
26,17,7,7,-164.109986003215,1.7_1.7,61.542,40.239,1.7,1.7
27,17,8,8,-206.003099050179,1.5_1.9,63.909,40.239,1.5,1.9
28,17,8,8,-206.003099050179,1.5_1.9,66.276,40.239,1.5,1.9
29,17,8,8,-206.003099050179,1.5_1.9,68.643,40.239,1.5,1.9
30,17,9,9,-218.479861015916,1.7_1.9,71.01,40.239,1.7,1.9
31,17,9,9,-218.479861015916,1.7_1.9,73.377,40.239,1.7,1.9
32,17,9,9,-218.479861015916,1.7_1.9,75.744,40.239,1.7,1.9
0,18,9,9,-218.479861015916,1.7_1.9,0.0,42.606,1.7,1.9
1,18,9,9,-218.479861015916,1.7_1.9,2.367,42.606,1.7,1.9
2,18,9,9,-218.479861015916,1.7_1.9,4.734,42.606,1.7,1.9
3,18,9,9,-218.479861015916,1.7_1.9,7.101,42.606,1.7,1.9
4,18,8,8,-206.003099050179,1.5_1.9,9.468,42.606,1.5,1.9
5,18,8,8,-206.003099050179,1.5_1.9,11.835,42.606,1.5,1.9
6,18,8,8,-206.003099050179,1.5_1.9,14.202,42.606,1.5,1.9
7,18,8,8,-206.003099050179,1.5_1.9,16.569,42.606,1.5,1.9
8,18,7,7,-164.109986003215,1.7_1.7,18.936,42.606,1.7,1.7
9,18,7,7,-164.109986003215,1.7_1.7,21.303,42.606,1.7,1.7
10,18,6,6,-163.045102645397,1.7_0.3,23.67,42.606,1.7,0.3
11,18,6,6,-163.045102645397,1.7_0.3,26.037,42.606,1.7,0.3
12,18,5,5,-163.011344937936,1.7_0.1,28.404,42.606,1.7,0.1
13,18,5,5,-163.011344937936,1.7_0.1,30.771,42.606,1.7,0.1
14,18,4,4,-162.370422269906,1.7_0.5,33.138,42.606,1.7,0.5
15,18,3,3,-162.243395584195,1.7_0.7,35.505,42.606,1.7,0.7
16,18,2,2,-158.859685619467,1.7_0.9,37.872,42.606,1.7,0.9
17,18,2,2,-158.859685619467,1.7_0.9,40.239,42.606,1.7,0.9
18,18,2,2,-158.859685619467,1.7_0.9,42.606,42.606,1.7,0.9
19,18,3,3,-162.243395584195,1.7_0.7,44.973,42.606,1.7,0.7
20,18,4,4,-162.370422269906,1.7_0.5,47.34,42.606,1.7,0.5
21,18,5,5,-163.011344937936,1.7_0.1,49.707,42.606,1.7,0.1
22,18,5,5,-163.011344937936,1.7_0.1,52.074,42.606,1.7,0.1
23,18,6,6,-163.045102645397,1.7_0.3,54.441,42.606,1.7,0.3
24,18,6,6,-163.045102645397,1.7_0.3,56.808,42.606,1.7,0.3
25,18,7,7,-164.109986003215,1.7_1.7,59.175,42.606,1.7,1.7
26,18,7,7,-164.109986003215,1.7_1.7,61.542,42.606,1.7,1.7
27,18,8,8,-206.003099050179,1.5_1.9,63.909,42.606,1.5,1.9
28,18,8,8,-206.003099050179,1.5_1.9,66.276,42.606,1.5,1.9
29,18,8,8,-206.003099050179,1.5_1.9,68.643,42.606,1.5,1.9
30,18,9,9,-218.479861015916,1.7_1.9,71.01,42.606,1.7,1.9
31,18,9,9,-218.479861015916,1.7_1.9,73.377,42.606,1.7,1.9
32,18,9,9,-218.479861015916,1.7_1.9,75.744,42.606,1.7,1.9
0,19,9,9,-218.479861015916,1.7_1.9,0.0,44.973,1.7,1.9
1,19,9,9,-218.479861015916,1.7_1.9,2.367,44.973,1.7,1.9
2,19,9,9,-218.479861015916,1.7_1.9,4.734,44.973,1.7,1.9
3,19,9,9,-218.479861015916,1.7_1.9,7.101,44.973,1.7,1.9
4,19,8,8,-206.003099050179,1.5_1.9,9.468,44.973,1.5,1.9
5,19,8,8,-206.003099050179,1.5_1.9,11.835,44.973,1.5,1.9
6,19,8,8,-206.003099050179,1.5_1.9,14.202,44.973,1.5,1.9
7,19,8,8,-206.003099050179,1.5_1.9,16.569,44.973,1.5,1.9
8,19,7,7,-164.109986003215,1.7_1.7,18.936,44.973,1.7,1.7
9,19,7,7,-164.109986003215,1.7_1.7,21.303,44.973,1.7,1.7
10,19,6,6,-163.045102645397,1.7_0.3,23.67,44.973,1.7,0.3
11,19,6,6,-163.045102645397,1.7_0.3,26.037,44.973,1.7,0.3
12,19,5,5,-163.011344937936,1.7_0.1,28.404,44.973,1.7,0.1
13,19,5,5,-163.011344937936,1.7_0.1,30.771,44.973,1.7,0.1
14,19,4,4,-162.370422269906,1.7_0.5,33.138,44.973,1.7,0.5
15,19,3,3,-162.243395584195,1.7_0.7,35.505,44.973,1.7,0.7
16,19,3,3,-162.243395584195,1.7_0.7,37.872,44.973,1.7,0.7
17,19,3,3,-162.243395584195,1.7_0.7,40.239,44.973,1.7,0.7
18,19,3,3,-162.243395584195,1.7_0.7,42.606,44.973,1.7,0.7
19,19,3,3,-162.243395584195,1.7_0.7,44.973,44.973,1.7,0.7
20,19,4,4,-162.370422269906,1.7_0.5,47.34,44.973,1.7,0.5
21,19,5,5,-163.011344937936,1.7_0.1,49.707,44.973,1.7,0.1
22,19,5,5,-163.011344937936,1.7_0.1,52.074,44.973,1.7,0.1
23,19,6,6,-163.045102645397,1.7_0.3,54.441,44.973,1.7,0.3
24,19,6,6,-163.045102645397,1.7_0.3,56.808,44.973,1.7,0.3
25,19,7,7,-164.109986003215,1.7_1.7,59.175,44.973,1.7,1.7
26,19,7,7,-164.109986003215,1.7_1.7,61.542,44.973,1.7,1.7
27,19,8,8,-206.003099050179,1.5_1.9,63.909,44.973,1.5,1.9
28,19,8,8,-206.003099050179,1.5_1.9,66.276,44.973,1.5,1.9
29,19,8,8,-206.003099050179,1.5_1.9,68.643,44.973,1.5,1.9
30,19,9,9,-218.479861015916,1.7_1.9,71.01,44.973,1.7,1.9
31,19,9,9,-218.479861015916,1.7_1.9,73.377,44.973,1.7,1.9
32,19,9,9,-218.479861015916,1.7_1.9,75.744,44.973,1.7,1.9
0,20,9,9,-218.479861015916,1.7_1.9,0.0,47.34,1.7,1.9
1,20,9,9,-218.479861015916,1.7_1.9,2.367,47.34,1.7,1.9
2,20,9,9,-218.479861015916,1.7_1.9,4.734,47.34,1.7,1.9
3,20,9,9,-218.479861015916,1.7_1.9,7.101,47.34,1.7,1.9
4,20,8,8,-206.003099050179,1.5_1.9,9.468,47.34,1.5,1.9
5,20,8,8,-206.003099050179,1.5_1.9,11.835,47.34,1.5,1.9
6,20,8,8,-206.003099050179,1.5_1.9,14.202,47.34,1.5,1.9
7,20,8,8,-206.003099050179,1.5_1.9,16.569,47.34,1.5,1.9
8,20,7,7,-164.109986003215,1.7_1.7,18.936,47.34,1.7,1.7
9,20,7,7,-164.109986003215,1.7_1.7,21.303,47.34,1.7,1.7
10,20,6,6,-163.045102645397,1.7_0.3,23.67,47.34,1.7,0.3
11,20,6,6,-163.045102645397,1.7_0.3,26.037,47.34,1.7,0.3
12,20,5,5,-163.011344937936,1.7_0.1,28.404,47.34,1.7,0.1
13,20,5,5,-163.011344937936,1.7_0.1,30.771,47.34,1.7,0.1
14,20,4,4,-162.370422269906,1.7_0.5,33.138,47.34,1.7,0.5
15,20,4,4,-162.370422269906,1.7_0.5,35.505,47.34,1.7,0.5
16,20,4,4,-162.370422269906,1.7_0.5,37.872,47.34,1.7,0.5
17,20,4,4,-162.370422269906,1.7_0.5,40.239,47.34,1.7,0.5
18,20,4,4,-162.370422269906,1.7_0.5,42.606,47.34,1.7,0.5
19,20,4,4,-162.370422269906,1.7_0.5,44.973,47.34,1.7,0.5
20,20,4,4,-162.370422269906,1.7_0.5,47.34,47.34,1.7,0.5
21,20,5,5,-163.011344937936,1.7_0.1,49.707,47.34,1.7,0.1
